job_id,title,company,location,category,salary_avg,salary_min,salary_max,experience_level,employment_type,skills_required,date_posted,is_remote,month_posted,country,num_skills
813,Qa Engineer,Amazon,"Brisbane, Australia",Software,76011,51595,100428,Senior Level,Full-time,Agile|Node.js|Python,2025-10-30,False,2025-10,Australia,3
814,Software Developer,Oracle,Remote,Software,97432,67641,137482,Senior Level,Contract,TypeScript|.NET|C#,2025-10-06,True,2025-10,Remote,3
815,It Support Specialist,Amazon,Remote,IT Support,54814,43459,71939,Mid Level,Internship,Troubleshooting|PowerShell|Active Directory|DNS|TCP/IP,2025-12-27,True,2025-12,Remote,5
816,Qa Engineer,Palantir,"Melbourne, Australia",Software,81514,56350,98917,Senior Level,Full-time,Node.js|HTML/CSS|GraphQL,2026-03-05,False,2026-03,Australia,3
817,Help Desk Technician,SAP,"Sydney, Australia",IT Support,47041,31428,58174,Mid Level,Full-time,Active Directory|TCP/IP|Backup|Linux|PowerShell,2025-11-02,False,2025-11,Australia,5
818,Qa Engineer,ByteShift Labs,"Bangalore, India",Software,39193,57548,99226,Senior Level,Full-time,REST APIs|Node.js|React|GraphQL|JavaScript,2025-12-26,False,2025-12,India,5
819,Cloud Engineer,Amazon,"Brisbane, Australia",Cloud,129667,92113,167222,Senior Level,Internship,Terraform|Azure|CI/CD|Python|Linux,2026-01-21,False,2026-01,Australia,5
820,Network Administrator,Apple,"San Francisco, USA",IT Support,91844,50934,102141,Entry Level,Full-time,Active Directory|Linux|TCP/IP,2025-12-23,False,2025-12,USA,3
821,Data Engineer,Spotify,"Perth, Australia",Data,130341,91360,169322,Mid Level,Contract,Hadoop|Data Visualization|Azure,2025-10-16,False,2025-10,Australia,3
822,Senior Data Analyst,StartupXYZ,"Sydney, Australia",Data,115469,82953,136989,Lead/Manager,Full-time,Machine Learning|Pandas|Statistics|Spark|Excel|R,2026-01-01,False,2026-01,Australia,6
823,Devops Engineer,EY,"Perth, Australia",Software,123216,86873,159560,Entry Level,Part-time,GraphQL|Node.js|C#|Docker,2025-11-04,False,2025-11,Australia,4
824,Junior Data Analyst,Apple,"Perth, Australia",Data,61929,45922,77936,Entry Level,Full-time,Pandas|SQL|Google Cloud|Python|Machine Learning|Power BI,2026-01-24,False,2026-01,Australia,6
825,Business Intelligence Analyst,Deloitte,"Melbourne, Australia",Data,88186,61636,106338,Entry Level,Internship,Machine Learning|Git|Pandas|Scikit-learn|R|Google Cloud,2026-03-16,False,2026-03,Australia,6
826,Web Developer,TechCorp Solutions,"Melbourne, Australia",Software,77467,49864,97695,Mid Level,Contract,GraphQL|MongoDB|CI/CD|Java|Azure|Agile,2025-10-03,False,2025-10,Australia,6
827,Ai Engineer,Accenture,"Sydney, Australia",Data,164343,114783,198253,Lead/Manager,Full-time,Spark|Google Cloud|Python|Power BI,2025-12-02,False,2025-12,Australia,4
828,Data Scientist,Canva,"Canberra, Australia",Data,115481,81658,149305,Lead/Manager,Full-time,Data Visualization|Power BI|Google Cloud,2025-10-17,False,2025-10,Australia,3
829,Database Administrator,DataVibe Analytics,"New York, USA",Data,107974,63074,116884,Lead/Manager,Internship,Google Cloud|Statistics|Pandas|Hadoop,2026-02-04,False,2026-02,USA,4
830,Data Analyst,Woolworths Group,"Brisbane, Australia",Data,79699,56066,103332,Mid Level,Full-time,TensorFlow|Git|Tableau|Jupyter|Data Visualization,2025-12-14,False,2025-12,Australia,5
831,Frontend Developer,EY,"Melbourne, Australia",Software,108205,68571,137535,Mid Level,Full-time,REST APIs|Azure|Kubernetes|Java,2025-11-08,False,2025-11,Australia,4
832,Software Developer,Spotify,"Melbourne, Australia",Software,114216,72167,145389,Entry Level,Internship,TypeScript|React|MongoDB,2025-10-14,False,2025-10,Australia,3
833,Devops Engineer,Salesforce,Remote,Software,119014,93924,156633,Senior Level,Full-time,Git|Azure|C#,2026-01-31,True,2026-01,Remote,3
834,Machine Learning Engineer,Palantir,"Brisbane, Australia",Data,139865,102693,177038,Mid Level,Part-time,Machine Learning|Statistics|Python|Hadoop|NumPy|Scikit-learn,2026-01-16,False,2026-01,Australia,6
835,Product Analyst,Deloitte,"Melbourne, Australia",Data,103857,71794,126031,Senior Level,Full-time,SQL|Python|Azure|Power BI|Hadoop|Machine Learning,2025-11-17,False,2025-11,Australia,6
836,Senior Data Scientist,Accenture,"Melbourne, Australia",Data,160869,124374,182045,Senior Level,Full-time,Pandas|Statistics|SQL|Machine Learning|Power BI|Spark,2025-12-20,False,2025-12,Australia,6
837,It Support Specialist,Datadog,"Melbourne, Australia",IT Support,54999,37595,67166,Senior Level,Part-time,Help Desk|Linux|Office 365|ITIL,2025-12-19,False,2025-12,Australia,4
838,Product Analyst,Microsoft,"Berlin, Germany",Data,95831,74058,117605,Mid Level,Full-time,Excel|Google Cloud|Python|Machine Learning,2026-03-27,False,2026-03,Germany,4
839,Network Administrator,SAP,Remote,IT Support,71343,58907,91290,Mid Level,Contract,Azure AD|Backup|Active Directory,2025-12-03,True,2025-12,Remote,3
840,Data Engineer,Quantum Leap Tech,"Melbourne, Australia",Data,130460,88633,159864,Lead/Manager,Part-time,Statistics|Scikit-learn|SQL|Azure,2026-03-08,False,2026-03,Australia,4
841,System Administrator,Westpac,"Perth, Australia",IT Support,76755,56694,96817,Senior Level,Full-time,Linux|Active Directory|TCP/IP,2026-01-21,False,2026-01,Australia,3
842,Ux Designer,BlueWave Software,"London, UK",Design,95437,60921,129953,Lead/Manager,Full-time,Sketch|Prototyping|Wireframing|Figma|HTML/CSS|User Research,2025-11-25,False,2025-11,UK,6
843,Frontend Developer,Salesforce,"Melbourne, Australia",Software,108005,66148,139577,Mid Level,Contract,Java|MongoDB|Git|Python|HTML/CSS|Docker,2025-11-04,False,2025-11,Australia,6
844,Junior Software Developer,Microsoft,"Bangalore, India",Software,33402,50681,82928,Entry Level,Full-time,Java|Agile|SQL,2026-02-26,False,2026-02,India,3
845,It Support Specialist,Adobe,"Sydney, Australia",IT Support,60821,43384,72467,Entry Level,Part-time,Linux|Networking|Windows Server|DNS|Active Directory,2026-02-01,False,2026-02,Australia,5
846,Business Intelligence Analyst,Telstra,"Melbourne, Australia",Data,90495,59483,112890,Senior Level,Full-time,Hadoop|AWS|TensorFlow,2025-11-30,False,2025-11,Australia,3
847,Full Stack Developer,NexGen Systems,"Sydney, Australia",Software,114061,73163,144097,Mid Level,Full-time,AWS|React|Git|Java|C#,2025-11-25,False,2025-11,Australia,5
848,Database Administrator,Quantum Leap Tech,"Melbourne, Australia",Data,98604,64451,123367,Mid Level,Full-time,Google Cloud|Statistics|Machine Learning,2026-02-06,False,2026-02,Australia,3
849,Product Analyst,Optus,"Sydney, Australia",Data,98917,66052,122363,Mid Level,Contract,Git|Scikit-learn|Machine Learning,2026-01-13,False,2026-01,Australia,3
850,Senior Software Developer,Accenture,"Sydney, Australia",Software,145432,111525,165490,Lead/Manager,Full-time,Azure|Java|Kubernetes|.NET|TypeScript,2026-02-02,False,2026-02,Australia,5
851,Data Scientist,Canva,Remote,Data,107053,75157,150219,Mid Level,Full-time,Pandas|Data Visualization|Spark|NumPy|Excel,2025-12-21,True,2025-12,Remote,5
852,Data Scientist,Meta,"New York, USA",Data,140246,84190,149555,Senior Level,Full-time,Azure|Machine Learning|Google Cloud,2026-01-07,False,2026-01,USA,3
853,Ai Engineer,DataVibe Analytics,"Sydney, Australia",Data,166036,113092,203169,Mid Level,Full-time,Machine Learning|Tableau|Azure|Data Visualization|R,2025-10-27,False,2025-10,Australia,5
854,Data Analyst,Optus,Remote,Data,68856,54670,90292,Entry Level,Full-time,Data Visualization|TensorFlow|Power BI,2025-12-16,True,2025-12,Remote,3
855,Junior Data Analyst,Accenture,"Sydney, Australia",Data,63572,45527,75564,Entry Level,Full-time,Tableau|Machine Learning|TensorFlow|Scikit-learn|Spark|Statistics,2025-12-31,False,2025-12,Australia,6
856,Devops Engineer,Accenture,"Melbourne, Australia",Software,129787,85771,161444,Senior Level,Full-time,GraphQL|React|Kubernetes|HTML/CSS|Python|Agile,2026-03-17,False,2026-03,Australia,6
857,Ux Designer,Meta,"Sydney, Australia",Design,94944,62138,118708,Senior Level,Full-time,User Research|Figma|Accessibility|Prototyping,2026-01-22,False,2026-01,Australia,4
858,Software Developer,JPMorgan Chase,"Melbourne, Australia",Software,107912,66229,139320,Senior Level,Contract,SQL|Java|Node.js|REST APIs|React|TypeScript,2026-01-07,False,2026-01,Australia,6
859,Cybersecurity Analyst,Netflix,"Sydney, Australia",Cybersecurity,111965,77320,135948,Senior Level,Full-time,Encryption|Compliance|AWS Security|Python,2026-01-06,False,2026-01,Australia,4
860,Business Intelligence Analyst,ANZ,"Sydney, Australia",Data,92666,59853,116655,Entry Level,Part-time,Pandas|Excel|Azure|Jupyter,2026-03-14,False,2026-03,Australia,4
861,Product Analyst,Telstra,"Adelaide, Australia",Data,94693,71308,118078,Senior Level,Part-time,Pandas|Azure|Git|AWS|Spark,2026-01-09,False,2026-01,Australia,5
862,Data Scientist,DataVibe Analytics,Singapore,Data,112857,77130,148584,Mid Level,Part-time,Data Visualization|Git|Pandas|Statistics|AWS|SQL,2026-01-17,False,2026-01,Singapore,6
863,Cybersecurity Analyst,Horizon Digital,"Perth, Australia",Cybersecurity,99542,71672,127413,Entry Level,Full-time,Firewalls|Penetration Testing|Network Security,2025-12-02,False,2025-12,Australia,3
864,It Support Specialist,Deloitte,"Melbourne, Australia",IT Support,56795,42416,65766,Mid Level,Full-time,DNS|DHCP|Networking,2026-02-19,False,2026-02,Australia,3
865,Junior Data Analyst,Snowflake,"Brisbane, Australia",Data,58348,47230,69466,Entry Level,Full-time,Statistics|Machine Learning|Pandas,2026-01-13,False,2026-01,Australia,3
866,It Support Specialist,Meta,"Canberra, Australia",IT Support,56519,44952,68087,Lead/Manager,Full-time,Office 365|Windows Server|Backup,2026-01-25,False,2026-01,Australia,3
867,Junior Data Analyst,GreenField Analytics,"Melbourne, Australia",Data,62361,49424,69361,Entry Level,Full-time,Scikit-learn|NumPy|Statistics,2025-12-19,False,2025-12,Australia,3
868,Business Intelligence Analyst,ByteShift Labs,"Sydney, Australia",Data,90028,63112,108370,Entry Level,Internship,Hadoop|TensorFlow|Azure|Python,2026-03-05,False,2026-03,Australia,4
869,Devops Engineer,Google,Singapore,Software,129485,90002,168968,Mid Level,Full-time,Java|Docker|TypeScript|MongoDB,2026-02-10,False,2026-02,Singapore,4
870,Cloud Engineer,Google,"Melbourne, Australia",Cloud,139012,97775,167011,Mid Level,Full-time,Kubernetes|Azure|Google Cloud|AWS,2025-10-28,False,2025-10,Australia,4
871,Devops Engineer,FutureMind,"Sydney, Australia",Software,132192,89055,162742,Mid Level,Contract,HTML/CSS|Git|.NET,2025-11-15,False,2025-11,Australia,3
872,Data Scientist,PwC,"London, UK",Data,113314,76638,149990,Mid Level,Full-time,Data Visualization|Jupyter|Hadoop|Scikit-learn|Azure,2026-01-24,False,2026-01,UK,5
873,Software Developer,Westpac,"Canberra, Australia",Software,110035,70467,149604,Senior Level,Full-time,React|SQL|Agile|Python|Node.js|C#,2026-02-01,False,2026-02,Australia,6
874,Data Analyst,BlueWave Software,"New York, USA",Data,92079,54003,99463,Lead/Manager,Contract,Hadoop|Pandas|Excel|Azure|Statistics|Spark,2026-03-02,False,2026-03,USA,6
875,Help Desk Technician,Atlassian,"Canberra, Australia",IT Support,50856,37360,64353,Lead/Manager,Full-time,Office 365|DNS|PowerShell|DHCP|ITIL,2025-12-13,False,2025-12,Australia,5
876,Junior Data Analyst,BlueWave Software,"New York, USA",Data,73808,49494,73520,Entry Level,Full-time,Machine Learning|Data Visualization|Hadoop,2026-01-15,False,2026-01,USA,3
877,Junior Data Scientist,ANZ,"Sydney, Australia",Data,88617,67640,101156,Entry Level,Full-time,Google Cloud|AWS|R|TensorFlow|Jupyter,2026-01-15,False,2026-01,Australia,5
878,Junior Data Analyst,Google,"London, UK",Data,56598,43560,69636,Entry Level,Part-time,SQL|Jupyter|TensorFlow,2026-03-28,False,2026-03,UK,3
879,Junior Data Analyst,CloudFirst Inc,"Brisbane, Australia",Data,55687,44119,67256,Entry Level,Full-time,Git|AWS|Power BI|Excel|Scikit-learn,2026-02-21,False,2026-02,Australia,5
880,Senior Data Analyst,Goldman Sachs,"Sydney, Australia",Data,112007,84764,128585,Lead/Manager,Full-time,NumPy|Statistics|Machine Learning|Azure|Tableau,2026-01-22,False,2026-01,Australia,5
881,Cloud Engineer,DataVibe Analytics,Remote,Cloud,127518,95283,173178,Mid Level,Full-time,Kubernetes|Google Cloud|CI/CD|Python,2026-02-06,True,2026-02,Remote,4
882,Cybersecurity Analyst,ANZ,"Melbourne, Australia",Cybersecurity,111035,77555,133942,Lead/Manager,Part-time,Firewalls|SIEM|Risk Assessment|Compliance|Linux|Encryption,2025-11-21,False,2025-11,Australia,6
883,Senior Software Developer,CloudFirst Inc,"Perth, Australia",Software,142324,112006,172643,Lead/Manager,Contract,REST APIs|Python|CI/CD|HTML/CSS|Azure|JavaScript,2026-02-22,False,2026-02,Australia,6
884,It Support Specialist,Optus,Remote,IT Support,49019,41113,62085,Entry Level,Contract,Windows Server|PowerShell|DHCP|Active Directory|Azure AD,2025-10-09,True,2025-10,Remote,5
885,Backend Developer,Meta,"Sydney, Australia",Software,111444,70890,141387,Mid Level,Full-time,Docker|React|Git,2025-11-05,False,2025-11,Australia,3
886,Data Scientist,Shopify,"Canberra, Australia",Data,120313,84578,156049,Senior Level,Full-time,Pandas|Git|Power BI,2025-11-06,False,2025-11,Australia,3
887,Cloud Engineer,Salesforce,Remote,Cloud,122295,92535,164929,Entry Level,Full-time,Linux|Networking|Docker,2026-02-28,True,2026-02,Remote,3
888,It Support Specialist,Stripe,"Melbourne, Australia",IT Support,52833,36587,64050,Mid Level,Internship,Windows Server|Help Desk|Troubleshooting|DHCP|Backup|Linux,2026-01-12,False,2026-01,Australia,6
889,Product Analyst,Oracle,"London, UK",Data,96610,73957,119264,Senior Level,Part-time,Google Cloud|Tableau|Machine Learning|Power BI|Python|Excel,2026-02-21,False,2026-02,UK,6
890,It Support Specialist,GreenField Analytics,"Adelaide, Australia",IT Support,53619,43956,63282,Senior Level,Full-time,TCP/IP|Office 365|Linux|ITIL|Troubleshooting,2025-12-25,False,2025-12,Australia,5
891,Ai Engineer,PivotPoint Data,"Brisbane, Australia",Data,154679,106758,202601,Entry Level,Full-time,Power BI|Python|TensorFlow|Data Visualization|Tableau|AWS,2025-12-20,False,2025-12,Australia,6
892,Cybersecurity Analyst,Telstra,Singapore,Cybersecurity,101490,77282,125698,Mid Level,Contract,SIEM|Compliance|Encryption|Python|Network Security,2026-02-17,False,2026-02,Singapore,5
893,Machine Learning Engineer,CodeCraft Studios,"New York, USA",Data,174301,100715,189787,Mid Level,Part-time,Git|Excel|R|Power BI|Hadoop|Spark,2025-11-05,False,2025-11,USA,6
894,Junior Data Scientist,Telstra,"San Francisco, USA",Data,100452,64560,102860,Entry Level,Full-time,Statistics|Excel|Jupyter|Google Cloud|AWS,2025-10-25,False,2025-10,USA,5
895,Web Developer,Shopify,"Sydney, Australia",Software,80248,53608,99247,Entry Level,Part-time,HTML/CSS|MongoDB|Kubernetes|AWS|TypeScript,2026-03-18,False,2026-03,Australia,5
896,Data Scientist,Apple,"Berlin, Germany",Data,114961,76740,153182,Senior Level,Full-time,Spark|NumPy|Azure|Tableau|R|Hadoop,2025-12-21,False,2025-12,Germany,6
897,Junior Data Analyst,EY,"Sydney, Australia",Data,58263,44103,66875,Entry Level,Part-time,Data Visualization|Hadoop|Python,2026-02-13,False,2026-02,Australia,3
898,Junior Data Scientist,CodeCraft Studios,"Melbourne, Australia",Data,88470,69400,99117,Entry Level,Full-time,Jupyter|Data Visualization|TensorFlow|NumPy|Pandas,2026-02-16,False,2026-02,Australia,5
899,Machine Learning Engineer,Woolworths Group,"Sydney, Australia",Data,147496,96409,184537,Mid Level,Full-time,Pandas|SQL|Power BI,2026-03-28,False,2026-03,Australia,3
900,Ux Designer,Adobe,"Melbourne, Australia",Design,92799,56179,120582,Mid Level,Full-time,HTML/CSS|Accessibility|JavaScript|Prototyping|Wireframing|Adobe XD,2025-12-28,False,2025-12,Australia,6
901,Ai Engineer,Woolworths Group,"Perth, Australia",Data,154145,106100,202190,Mid Level,Full-time,Excel|Azure|Google Cloud|Power BI|TensorFlow|SQL,2026-02-27,False,2026-02,Australia,6
902,Junior Software Developer,Optus,"London, UK",Software,62019,45369,78670,Entry Level,Full-time,SQL|AWS|Kubernetes|TypeScript|Java,2026-01-15,False,2026-01,UK,5
903,Network Administrator,Datadog,"Brisbane, Australia",IT Support,76653,58192,95115,Mid Level,Internship,Help Desk|Azure AD|Linux,2025-10-31,False,2025-10,Australia,3
904,Cybersecurity Analyst,InnoTech,"Melbourne, Australia",Cybersecurity,102909,70491,125528,Senior Level,Full-time,Penetration Testing|Linux|Network Security|SIEM|Firewalls,2025-11-09,False,2025-11,Australia,5
905,Cloud Engineer,TechCorp Solutions,"Adelaide, Australia",Cloud,127440,91021,163860,Senior Level,Internship,Terraform|Azure|CI/CD,2025-10-27,False,2025-10,Australia,3
906,Devops Engineer,Palantir,"New York, USA",Software,147931,87121,159432,Senior Level,Full-time,JavaScript|GraphQL|Agile,2026-01-31,False,2026-01,USA,3
907,Ai Engineer,NAB,"Berlin, Germany",Data,152041,108731,195351,Senior Level,Full-time,Pandas|AWS|Statistics,2025-10-06,False,2025-10,Germany,3
908,Junior Data Analyst,KPMG,"Brisbane, Australia",Data,61943,46342,77544,Entry Level,Contract,Machine Learning|Google Cloud|AWS|Power BI,2026-02-28,False,2026-02,Australia,4
909,Senior Software Developer,CodeCraft Studios,"Perth, Australia",Software,139396,108172,170621,Lead/Manager,Part-time,.NET|MongoDB|TypeScript,2025-10-30,False,2025-10,Australia,3
910,Help Desk Technician,SAP,"Bangalore, India",IT Support,22514,39306,50750,Entry Level,Full-time,Backup|Azure AD|Networking,2026-03-15,False,2026-03,India,3
911,Software Developer,Datadog,"Brisbane, Australia",Software,102931,65716,140146,Entry Level,Full-time,Git|Node.js|AWS|GraphQL,2025-10-12,False,2025-10,Australia,4
912,Help Desk Technician,Optus,"New York, USA",IT Support,54888,33372,58108,Mid Level,Part-time,Backup|Networking|Troubleshooting|TCP/IP|DNS,2025-11-08,False,2025-11,USA,5
913,Business Intelligence Analyst,Netflix,Remote,Data,83911,60224,116432,Lead/Manager,Full-time,SQL|Hadoop|Machine Learning,2025-09-30,True,2025-09,Remote,3
914,Machine Learning Engineer,Amazon,"Bangalore, India",Data,71507,97246,188785,Senior Level,Contract,TensorFlow|AWS|Pandas|Tableau,2025-12-24,False,2025-12,India,4
915,Data Engineer,Netflix,"San Francisco, USA",Data,154716,92213,165648,Mid Level,Full-time,Python|Jupyter|SQL,2026-01-19,False,2026-01,USA,3
916,Junior Data Analyst,Woolworths Group,Remote,Data,58696,44572,79001,Entry Level,Part-time,Python|Statistics|Azure|Data Visualization|SQL|Tableau,2026-02-05,True,2026-02,Remote,6
917,Junior Data Analyst,Goldman Sachs,Remote,Data,52492,44999,65512,Entry Level,Part-time,Python|Spark|Scikit-learn|Pandas|Google Cloud,2026-01-01,True,2026-01,Remote,5
918,Ai Engineer,Stripe,"Sydney, Australia",Data,164935,105935,208228,Mid Level,Internship,TensorFlow|AWS|Data Visualization|Machine Learning|Scikit-learn|Excel,2025-12-22,False,2025-12,Australia,6
919,Junior Data Scientist,KPMG,"San Francisco, USA",Data,92907,60248,94598,Entry Level,Part-time,Excel|NumPy|AWS|TensorFlow|Spark,2025-11-03,False,2025-11,USA,5
920,Business Intelligence Analyst,Microsoft,Remote,Data,84037,59104,117819,Senior Level,Full-time,Tableau|TensorFlow|Spark,2026-01-21,True,2026-01,Remote,3
921,Backend Developer,ByteShift Labs,"Sydney, Australia",Software,114337,70145,147642,Lead/Manager,Full-time,GraphQL|CI/CD|C#|Azure|JavaScript,2025-11-01,False,2025-11,Australia,5
922,Help Desk Technician,ByteShift Labs,"Perth, Australia",IT Support,43097,35145,51049,Entry Level,Full-time,PowerShell|Backup|TCP/IP|Azure AD|Troubleshooting,2026-02-25,False,2026-02,Australia,5
923,Cybersecurity Analyst,Shopify,"Sydney, Australia",Cybersecurity,104802,70812,128812,Mid Level,Full-time,SIEM|Risk Assessment|Compliance,2025-11-01,False,2025-11,Australia,3
924,Junior Data Analyst,Apple,"Sydney, Australia",Data,59566,44244,69217,Entry Level,Full-time,AWS|SQL|NumPy|Hadoop|Tableau,2026-03-10,False,2026-03,Australia,5
925,Data Engineer,JPMorgan Chase,Remote,Data,118123,88343,160337,Senior Level,Full-time,Excel|Machine Learning|TensorFlow|Power BI|Python|R,2025-10-25,True,2025-10,Remote,6
926,Cybersecurity Analyst,Microsoft,"Berlin, Germany",Cybersecurity,104425,76139,132711,Lead/Manager,Internship,Encryption|Network Security|SIEM|Linux|AWS Security,2026-01-14,False,2026-01,Germany,5
927,Data Scientist,Shopify,"London, UK",Data,116721,84978,148464,Entry Level,Full-time,Pandas|Statistics|SQL|Power BI|Azure,2025-10-14,False,2025-10,UK,5
928,System Administrator,Snowflake,Remote,IT Support,79638,63249,104411,Mid Level,Full-time,Help Desk|Azure AD|Linux|Backup|Windows Server|Troubleshooting,2025-10-12,True,2025-10,Remote,6
929,Machine Learning Engineer,JPMorgan Chase,Singapore,Data,142112,104424,179801,Senior Level,Full-time,NumPy|Hadoop|Google Cloud|Data Visualization|Spark,2026-02-28,False,2026-02,Singapore,5
930,Senior Software Developer,Adobe,Remote,Software,131608,106305,170766,Senior Level,Full-time,Kubernetes|GraphQL|.NET,2025-12-05,True,2025-12,Remote,3
931,Help Desk Technician,Telstra,Singapore,IT Support,48367,34013,62721,Entry Level,Full-time,ITIL|TCP/IP|PowerShell|DNS,2026-01-08,False,2026-01,Singapore,4
932,Junior Data Scientist,Summit AI,Remote,Data,79577,69437,98096,Entry Level,Contract,R|Data Visualization|Python|Google Cloud,2026-02-27,True,2026-02,Remote,4
933,Devops Engineer,TechCorp Solutions,"Toronto, Canada",Software,121862,86654,157070,Mid Level,Full-time,Python|Java|TypeScript|Node.js|AWS|REST APIs,2025-12-11,False,2025-12,Canada,6
934,Data Engineer,StartupXYZ,"Melbourne, Australia",Data,129546,89806,156950,Lead/Manager,Part-time,Azure|Tableau|SQL|Excel|Hadoop,2025-12-05,False,2025-12,Australia,5
935,Product Analyst,KPMG,"San Francisco, USA",Data,115125,72138,119739,Senior Level,Full-time,R|Azure|Git|Excel,2026-02-19,False,2026-02,USA,4
936,Cloud Engineer,DataVibe Analytics,"Melbourne, Australia",Cloud,138413,97430,166215,Mid Level,Full-time,Python|Networking|Kubernetes|Azure,2026-01-29,False,2026-01,Australia,4
937,It Support Specialist,ClearPath Technologies,"Adelaide, Australia",IT Support,56551,43604,69499,Senior Level,Part-time,TCP/IP|DNS|DHCP|PowerShell|Active Directory|ITIL,2026-03-19,False,2026-03,Australia,6
938,Machine Learning Engineer,Oracle,"Melbourne, Australia",Data,149917,102053,183505,Mid Level,Full-time,Tableau|Hadoop|TensorFlow|R|Google Cloud,2026-01-15,False,2026-01,Australia,5
939,Software Developer,Microsoft,"San Francisco, USA",Software,128508,69250,144931,Senior Level,Contract,SQL|Node.js|React|C#,2025-11-08,False,2025-11,USA,4
940,Network Administrator,Goldman Sachs,"Canberra, Australia",IT Support,77621,50651,104592,Mid Level,Internship,Windows Server|Troubleshooting|Backup|DNS,2026-02-05,False,2026-02,Australia,4
941,Database Administrator,Snowflake,"Sydney, Australia",Data,97556,67288,118534,Entry Level,Full-time,TensorFlow|Tableau|Azure|Data Visualization|Machine Learning|NumPy,2026-01-21,False,2026-01,Australia,6
942,Database Administrator,Telstra,"London, UK",Data,88851,61908,115795,Mid Level,Part-time,Excel|Spark|R|Git,2026-01-03,False,2026-01,UK,4
943,Cloud Engineer,Quantum Leap Tech,Remote,Cloud,124826,91213,171580,Entry Level,Full-time,CI/CD|Azure|Python,2026-01-07,True,2026-01,Remote,3
944,Junior Data Analyst,Atlassian,"Sydney, Australia",Data,57307,40130,69029,Entry Level,Full-time,NumPy|Pandas|Scikit-learn|Jupyter|Power BI|Google Cloud,2026-02-10,False,2026-02,Australia,6
945,Cybersecurity Analyst,Amazon,"Toronto, Canada",Cybersecurity,102456,71453,133459,Mid Level,Part-time,Network Security|Incident Response|Firewalls|Compliance,2025-11-07,False,2025-11,Canada,4
946,Frontend Developer,Horizon Digital,"Brisbane, Australia",Software,99679,64310,135049,Senior Level,Contract,Kubernetes|GraphQL|Agile|Java,2026-01-12,False,2026-01,Australia,4
947,Devops Engineer,InnoTech,Remote,Software,124014,93031,168053,Lead/Manager,Contract,CI/CD|GraphQL|Git|React|.NET,2026-03-01,True,2026-03,Remote,5
948,Software Developer,NAB,"Melbourne, Australia",Software,112455,71874,142326,Mid Level,Full-time,React|Java|REST APIs|Docker|MongoDB|HTML/CSS,2025-10-02,False,2025-10,Australia,6
949,Product Analyst,Meta,"Brisbane, Australia",Data,98930,73014,124847,Senior Level,Contract,Python|TensorFlow|Scikit-learn|Git,2026-02-02,False,2026-02,Australia,4
950,Help Desk Technician,Deloitte,Remote,IT Support,42550,35295,54286,Mid Level,Part-time,DHCP|PowerShell|Troubleshooting|Backup|Office 365|TCP/IP,2026-03-16,True,2026-03,Remote,6
951,Cybersecurity Analyst,ByteShift Labs,"Perth, Australia",Cybersecurity,100400,70747,130054,Entry Level,Internship,Encryption|SIEM|Risk Assessment|Penetration Testing,2025-10-20,False,2025-10,Australia,4
952,Junior Software Developer,PivotPoint Data,"Canberra, Australia",Software,66014,47117,84911,Entry Level,Full-time,AWS|TypeScript|Docker,2025-12-29,False,2025-12,Australia,3
953,Junior Data Analyst,Deloitte,"Brisbane, Australia",Data,58472,48497,68448,Entry Level,Internship,R|AWS|Statistics|NumPy,2026-01-14,False,2026-01,Australia,4
954,Frontend Developer,Amazon,"New York, USA",Software,118554,63532,134059,Mid Level,Contract,JavaScript|Python|Agile,2026-03-03,False,2026-03,USA,3
955,Senior Data Scientist,Apple,"Sydney, Australia",Data,157277,119638,179939,Lead/Manager,Contract,SQL|Scikit-learn|Tableau|Statistics,2025-10-13,False,2025-10,Australia,4
956,Senior Data Analyst,Palantir,"New York, USA",Data,135057,88265,136831,Senior Level,Contract,Python|Google Cloud|AWS|Power BI|Tableau|Hadoop,2025-10-30,False,2025-10,USA,6
957,Ai Engineer,DataVibe Analytics,"Canberra, Australia",Data,156134,110303,201965,Entry Level,Internship,TensorFlow|Scikit-learn|Data Visualization,2026-02-06,False,2026-02,Australia,3
958,Devops Engineer,Stripe,"Perth, Australia",Software,125470,91169,159771,Lead/Manager,Full-time,Azure|CI/CD|SQL|GraphQL,2026-01-16,False,2026-01,Australia,4
959,Full Stack Developer,NAB,"New York, USA",Software,131054,70282,148143,Senior Level,Full-time,CI/CD|React|REST APIs|.NET|Python,2025-12-18,False,2025-12,USA,5
960,System Administrator,Westpac,"Melbourne, Australia",IT Support,85215,56785,105531,Entry Level,Contract,PowerShell|Office 365|Linux|Azure AD,2025-11-06,False,2025-11,Australia,4
961,System Administrator,IBM,"Sydney, Australia",IT Support,81620,59095,96374,Mid Level,Part-time,Help Desk|Azure AD|ITIL|Networking|Windows Server|Troubleshooting,2026-01-24,False,2026-01,Australia,6
962,Junior Data Analyst,NAB,Remote,Data,57738,45266,76288,Entry Level,Full-time,Python|Scikit-learn|Pandas|Jupyter|Git|R,2025-10-14,True,2025-10,Remote,6
963,It Support Specialist,Oracle,"New York, USA",IT Support,70893,44089,74068,Mid Level,Contract,Linux|DHCP|Azure AD,2026-03-10,False,2026-03,USA,3
